ID	Gene.title	Gene.symbol	Gene.ID	UniGene.title	UniGene.symbol	UniGene.ID	Nucleotide.Title	GI	GenBank.Accession	Platform_CLONEID	Platform_ORF	Platform_SPOTID	Chromosome.location	Chromosome.annotation	GO.Function	GO.Process	GO.Component	GO.Function.ID	GO.Process.ID	GO.Component.ID	logFC	AveExpr	t	P.Value	adj.P.Val	B
7892536										NA	NA	--normgene->exon									-0.315526946325393	10.5408034500685	-3.19264288455848	0.00206984526663166	0.206984526663166	-1.42270519663826
7892525										NA	NA	--normgene->intron									-0.539817417666665	3.96379194221918	-2.45458700721434	0.0164529149772237	0.512799912069221	-3.09915682419668
7892526										NA	NA	--normgene->intron									-0.573899347857143	4.46355467065753	-2.32982182805675	0.022542832671551	0.512799912069221	-3.34722308985329
7892556										NA	NA	--normgene->exon									0.211795288650794	11.3209050972603	2.1651772562674	0.0335945706937939	0.512799912069221	-3.65768017250447
7892593										NA	NA	--normgene->intron									-0.378212735682539	2.4420348070411	-2.08751744385091	0.0402804668726308	0.512799912069221	-3.79727485594992
7892541										NA	NA	--normgene->exon									-0.255745033142855	9.07677415658904	-2.0840381576867	0.0406052396126914	0.512799912069221	-3.80342462523473
7892517										NA	NA	--normgene->intron									0.482584355896828	5.04093860189041	2.02400324198394	0.0465761579857525	0.512799912069221	-3.90811730581373
7892528										NA	NA	--normgene->intron									-0.245864352960318	1.61153820828767	-2.01969854945726	0.0470318882989837	0.512799912069221	-3.91552043279535
7892561										NA	NA	--normgene->exon									-0.196728846222221	9.48694958293151	-2.00149792563955	0.0490012933418722	0.512799912069221	-3.94666742200859
7892584										NA	NA	--normgene->intron									-0.293302218674603	4.40023418030137	-1.94893656880792	0.0550895390178986	0.512799912069221	-4.03521093003256
7892521										NA	NA	--normgene->exon									0.334144731992066	7.11242740320548	1.84202427983912	0.0694736301153657	0.512799912069221	-4.2088022632536
7892555										NA	NA	--normgene->exon									-0.407887865198411	6.18857984672603	-1.82000399690138	0.0727978360355814	0.512799912069221	-4.24346076469162
7892514										NA	NA	--normgene->exon									-0.194520997015873	9.992537728	-1.80075380504787	0.0758116994272778	0.512799912069221	-4.273450273222
7892565										NA	NA	--normgene->exon									-0.373438419777776	4.89125049936986	-1.7829832814567	0.0786854239626537	0.512799912069221	-4.30087789724193
7892531										NA	NA	--normgene->intron									0.474168819095239	5.82096877075342	1.76774451224498	0.0812212248127423	0.512799912069221	-4.32420107001432
7892548										NA	NA	--normgene->exon									0.370048106031749	6.71773781352055	1.7628613503152	0.0820479859310754	0.512799912069221	-4.33163629407179
7892590										NA	NA	--normgene->intron									0.506657202952382	3.01607047005479	1.69996414710212	0.0933328239393502	0.549016611407942	-4.42572606640632
7892501										NA	NA	--normgene->exon									-0.469311740309524	2.57188688719178	-1.66350120822346	0.10043718942122	0.557984385673447	-4.47883742450469
7892504										NA	NA	--normgene->intron									-0.309912692301586	7.0144565479726	-1.59731051163628	0.114453533189854	0.602387016788706	-4.57253668410706
7892503										NA	NA	--normgene->intron									-0.254743240944444	3.06064985894521	-1.43355355338661	0.155906881659934	0.758655215466785	-4.78912139328878
7892533										NA	NA	--normgene->intron									-0.284747190269842	5.90873391149315	-1.42167273678855	0.159317595248025	0.758655215466785	-4.80398162863321
7892598										NA	NA	--normgene->exon									-0.162160567801587	8.61384894067123	-1.36495258606887	0.176399132144289	0.787428938618998	-4.87331849241933
7892578										NA	NA	--normgene->exon									-0.227122689007935	4.95927712489041	-1.35005550670481	0.181108655882369	0.787428938618998	-4.89108700115639
7892530										NA	NA	--normgene->exon									-0.215716676158727	6.99289699050685	-1.28572628272721	0.202543057205709	0.843929405023787	-4.96569144157735
7892580										NA	NA	--normgene->intron									0.238268235722223	2.28810530319178	1.25836166594396	0.212212422573365	0.84884969029346	-4.99637671906542
7892596										NA	NA	--normgene->exon									-0.213969040849206	3.25586583979452	-1.19718882001307	0.235049802447122	0.904037701719699	-5.06269258038282
7892595										NA	NA	--normgene->intron									-0.295561007206349	3.4004217010274	-1.11465138028057	0.268602905318005	0.911920798444847	-5.1471442698155
7892552										NA	NA	--normgene->intron									-0.244352554777776	3.38088540589041	-1.04252071470596	0.30056050818423	0.911920798444847	-5.21618625448494
7892535										NA	NA	--normgene->intron									0.350083436746033	4.51156293445205	1.03495311113488	0.304057436249915	0.911920798444847	-5.22317101723592
7892567										NA	NA	--normgene->intron									0.336237460333334	4.85397040734247	1.03472825704197	0.304161759623915	0.911920798444847	-5.22337779981399
7892553										NA	NA	--normgene->intron									0.225905340936508	3.95319706938356	1.02925060844747	0.306710664029437	0.911920798444847	-5.22840176757019
7892569										NA	NA	--normgene->exon									0.141952718500002	7.6370250520274	1.02457890121905	0.308895918361484	0.911920798444847	-5.23266613393095
7892579										NA	NA	--normgene->exon									-0.1054803979365	9.26792525560274	-1.00127412376674	0.319953611450565	0.911920798444847	-5.25365793736179
7892544										NA	NA	--normgene->intron									-0.229899395753967	3.42076848676712	-0.99523560329575	0.322861354908451	0.911920798444847	-5.25902070675238
7892594										NA	NA	--normgene->intron									-0.233561945261904	3.7857713510411	-0.97214018741846	0.334144287385087	0.911920798444847	-5.27924088343221
7892507										NA	NA	--normgene->intron									-0.257622714777777	3.9942732520274	-0.970343142210806	0.335032960243998	0.911920798444847	-5.28079486311596
7892560										NA	NA	--normgene->intron									0.166849601936509	3.28739971210959	0.950568471619224	0.344914397523715	0.911920798444847	-5.29771013523428
7892539										NA	NA	--normgene->intron									-0.301352223460315	4.08889909108219	-0.947370833988109	0.346529903409042	0.911920798444847	-5.30041356774802
7892510										NA	NA	--normgene->intron									0.17629618652381	3.61822296636986	0.815967391713153	0.417134686377834	0.918547755144771	-5.40381148575544
7892600										NA	NA	--normgene->intron									0.14907671952381	1.96852622360274	0.794817774454492	0.429258528431667	0.918547755144771	-5.41904379182129
7892574										NA	NA	--normgene->exon									0.0927042481904774	10.0258784245205	0.776016846387422	0.440209472806566	0.918547755144771	-5.43225493609367
7892545										NA	NA	--normgene->intron									-0.197773014222222	3.67100038027397	-0.722372037716757	0.472339975242891	0.918547755144771	-5.4682412789072
7892509										NA	NA	--normgene->exon									-0.0982217335952349	8.63923833267123	-0.706437852728884	0.482131830001554	0.918547755144771	-5.47844181163333
7892585										NA	NA	--normgene->intron									0.144045213952381	2.81134139019178	0.702217966062789	0.484743769253681	0.918547755144771	-5.48110570594936
7892589										NA	NA	--normgene->intron									0.210672049603174	4.74417823019178	0.694538902237224	0.489516805226854	0.918547755144771	-5.48591292897045
7892551										NA	NA	--normgene->intron									-0.0758513634365041	9.42759291872603	-0.660153869837821	0.511202456507936	0.918547755144771	-5.5067991882227
7892575										NA	NA	--normgene->intron									0.231737180857143	5.16454008634247	0.631631668338861	0.529571855226064	0.918547755144771	-5.52332997874836
7892543										NA	NA	--normgene->intron									0.137916781031747	4.41861009430137	0.617817455825389	0.538590300691501	0.918547755144771	-5.53107709159117
7892568										NA	NA	--normgene->exon									0.0721437574603172	9.63174246383562	0.606430869827422	0.546082545607347	0.918547755144771	-5.53733543188484
7892583										NA	NA	--normgene->intron									-0.133389035198411	4.05304505387671	-0.601975601945795	0.549028345746039	0.918547755144771	-5.53975281521506
7892557										NA	NA	--normgene->intron									-0.136617676896825	2.25109063087671	-0.601474734265292	0.549360016480109	0.918547755144771	-5.54002347841669
7892602										NA	NA	--normgene->intron									0.083251009190477	1.96778555783562	0.581797965123083	0.56246904216738	0.918547755144771	-5.55048016240515
